zip,city,stusab,latitude,longitude,INTPTLAT,INTPTLONG,zcta,"point map url
",zip map url,result,notes,census_reporter_check
21273,Baltimore,MD,39.2847,-76.6205,,,21201,point map,zip map,,,
21263,Baltimore,MD,39.2847,-76.6205,,,21201,point map,zip map,,,
21264,Baltimore,MD,39.2847,-76.6205,,,21201,point map,zip map,,,
21241,Baltimore,MD,39.2847,-76.6205,,,21201,point map,zip map,,,
21139,Riderwood,MD,39.4093,-76.6486,,,21204,point map,zip map,,,
21282,Pikesville,MD,39.3743,-76.7225,,,21208,point map,zip map,,,
21022,Brooklandville,MD,39.3979,-76.6717,,,21208,point map,zip map,,,
21027,Chase,MD,39.3634,-76.3711,,,21220,point map,zip map,,,
21287,Baltimore,MD,39.2975,-76.5927,,,21231,point map,zip map,,,
21284,Towson,MD,39.4015,-76.6019,,,21286,point map,zip map,,,
21285,Towson,MD,39.4015,-76.6019,,,21286,point map,zip map,,,
21412,Annapolis,MD,38.9742,-76.5949,,,21401,point map,zip map,,,
21404,Annapolis,MD,38.9784,-76.4922,,,21401,point map,zip map,,,
21123,Pasadena,MD,38.9742,-76.5949,,,21401,point map,zip map,,,
21411,Annapolis,MD,38.9742,-76.5949,,,21401,point map,zip map,,,
21062,Glen Burnie,MD,38.9742,-76.5949,,,21401,point map,zip map,,,
21501,Cumberland,MD,39.6529,-78.7625,,,21502,point map,zip map,,,
21503,Cumberland,MD,39.6529,-78.7625,,,21502,point map,zip map,,,
21505,Cumberland,MD,39.594,-78.8434,,,21502,point map,zip map,,,
21556,Pinto,MD,39.5725,-78.844,,,21502,point map,zip map,,,
21560,Spring Gap,MD,39.5654,-78.7164,,,21502,point map,zip map,,,
21528,Eckhart Mines,MD,39.6528,-78.9014,,,21532,point map,zip map,,,
21504,Cumberland,MD,39.5807,-78.6906,,,21555,point map,zip map,,,
21690,Chestertown,MD,39.0346,-76.0921,,,21617,point map,zip map,,,
21656,Price,MD,39.0346,-76.0921,,,21617,point map,zip map,,,
21670,Templeville,MD,39.1362,-75.766,,,21649,point map,zip map,,,
21609,Bethlehem,MD,38.7406,-75.9587,,,21655,point map,zip map,,,
21741,Hagerstown,MD,39.6418,-77.72,,,21740,point map,zip map,,,
21747,Hagerstown,MD,39.6418,-77.72,,,21740,point map,zip map,,,
21749,Hagerstown,MD,39.6418,-77.72,,,21740,point map,zip map,,,
21759,Ladiesburg,MD,39.5694,-77.2905,,,21757,point map,zip map,,,
21775,New Midway,MD,39.5645,-77.2947,,,21757,point map,zip map,,,
21792,Unionville,MD,39.4748,-77.1855,,,21771,point map,zip map,,,
21715,Brownsville,MD,39.3869,-77.658,,,21779,point map,zip map,,,
21720,Cavetown,MD,39.6473,-77.5842,,,21783,point map,zip map,,,
21721,Chewsville,MD,39.6425,-77.6372,,,21783,point map,zip map,,,
21709,Frederick,MD,39.47,-77.3921,,,21793,point map,zip map,,,
21765,Lisbon,MD,39.3378,-77.072,,,21797,point map,zip map,,,
21803,Salisbury,MD,38.3884,-75.6276,,,21801,point map,zip map,,,
21843,Ocean City,MD,38.3365,-75.0849,,,21842,point map,zip map,,,
21852,Powellville,MD,38.3287,-75.3755,,,21850,point map,zip map,,,
21857,Rehobeth,MD,38.039,-75.663,,,21871,point map,zip map,,,
21836,Manokin,MD,38.1154,-75.7558,,,21871,point map,zip map,,,
21922,Elkton,MD,39.6068,-75.8333,,,21921,point map,zip map,,,
22038,Fairfax,VA,38.8528,-77.302,,,22030,point map,zip map,,,
22081,Merrifield,VA,38.8739,-77.2345,,,22031,point map,zip map,,,
22160,Springfield,VA,38.8318,-77.2888,,,22032,point map,zip map,,,
22159,Springfield,VA,38.8318,-77.2888,,,22032,point map,zip map,,,
22158,Springfield,VA,38.8318,-77.2888,,,22032,point map,zip map,,,
22156,Springfield,VA,38.8318,-77.2888,,,22032,point map,zip map,,,
22119,Merrifield,VA,38.8318,-77.2888,,,22032,point map,zip map,,,
22118,Merrifield,VA,38.8318,-77.2888,,,22032,point map,zip map,,,
22103,West Mclean,VA,38.8318,-77.2888,,,22032,point map,zip map,,,
22183,Vienna,VA,38.8318,-77.2888,,,22032,point map,zip map,,,
22096,Reston,VA,38.8318,-77.2888,,,22032,point map,zip map,,,
20192,Herndon,VA,38.8318,-77.2888,,,22032,point map,zip map,,,
20195,Reston,VA,38.8318,-77.2888,,,22032,point map,zip map,,,
20196,Reston,VA,38.8318,-77.2888,,,22032,point map,zip map,,,
20153,Chantilly,VA,38.8318,-77.2888,,,22032,point map,zip map,,,
22037,Fairfax,VA,38.8318,-77.2888,,,22032,point map,zip map,,,
20122,Centreville,VA,38.8318,-77.2888,,,22032,point map,zip map,,,
22034,Fairfax,VA,38.8318,-77.2888,,,22032,point map,zip map,,,
22009,Burke,VA,38.8318,-77.2888,,,22032,point map,zip map,,,
22116,Merrifield,VA,38.8715,-77.2344,,,22042,point map,zip map,,,
22082,Merrifield,VA,38.8743,-77.2269,,,22042,point map,zip map,,,
22040,Falls Church,VA,38.8842,-77.1718,,,22046,point map,zip map,,,
22122,Newington,VA,38.7384,-77.185,,,22079,point map,zip map,,,
22199,Lorton,VA,38.7043,-77.2278,,,22079,point map,zip map,,,
22106,Mc Lean,VA,38.9335,-77.1797,,,22101,point map,zip map,,,
22107,Mc Lean,VA,38.9321,-77.1841,,,22101,point map,zip map,,,
22108,Mc Lean,VA,38.9321,-77.1841,,,22101,point map,zip map,,,
22109,Mc Lean,VA,38.9335,-77.1797,,,22101,point map,zip map,,,
22067,Greenway,VA,38.9645,-77.2331,,,22102,point map,zip map,,,
22135,Quantico,VA,38.5223,-77.2936,,,22134,point map,zip map,,,
22161,Springfield,VA,38.7893,-77.1872,,,22150,point map,zip map,,,
22194,Woodbridge,VA,38.6582,-77.2497,,,22191,point map,zip map,,,
22195,Woodbridge,VA,38.6582,-77.2497,,,22191,point map,zip map,,,
22226,Arlington,VA,38.8834,-77.1028,,,22201,point map,zip map,,,
22240,Arlington,VA,38.8566,-77.0518,,,22202,point map,zip map,,,
22245,Arlington,VA,38.8518,-77.0523,,,22202,point map,zip map,,,
22244,Arlington,VA,38.8545,-77.052,,,22202,point map,zip map,,,
22243,Arlington,VA,38.8605,-77.0516,,,22202,point map,zip map,,,
22242,Arlington,VA,38.8509,-77.0523,,,22202,point map,zip map,,,
22246,Arlington,VA,38.8808,-77.1129,,,22203,point map,zip map,,,
22215,Arlington,VA,38.8808,-77.1129,,,22203,point map,zip map,,,
22230,Arlington,VA,38.8797,-77.1108,,,22203,point map,zip map,,,
22227,Arlington,VA,38.8808,-77.1129,,,22203,point map,zip map,,,
22225,Arlington,VA,38.8808,-77.1129,,,22203,point map,zip map,,,
22219,Arlington,VA,38.8808,-77.1129,,,22203,point map,zip map,,,
22217,Arlington,VA,38.8808,-77.1129,,,22203,point map,zip map,,,
22216,Arlington,VA,38.8808,-77.1129,,,22203,point map,zip map,,,
22212,Arlington,VA,38.8808,-77.1129,,,22203,point map,zip map,,,
22210,Arlington,VA,38.8808,-77.1129,,,22203,point map,zip map,,,
22241,Arlington,VA,38.8808,-77.1129,,,22203,point map,zip map,,,
22313,Alexandria,VA,38.8158,-77.0901,,,22304,point map,zip map,,,
22333,Alexandria,VA,38.8158,-77.0901,,,22304,point map,zip map,,,
22334,Alexandria,VA,38.8158,-77.0901,,,22304,point map,zip map,,,
22036,Fairfax,VA,38.7351,-77.0797,,,22306,point map,zip map,,,
22121,Mount Vernon,VA,38.7192,-77.1073,,,22309,point map,zip map,,,
22350,Alexandria,VA,38.8045,-77.0509,,,22314,point map,zip map,,,
22332,Alexandria,VA,38.8031,-77.0727,,,22314,point map,zip map,,,
22331,Alexandria,VA,38.8013,-77.0707,,,22314,point map,zip map,,,
22320,Alexandria,VA,38.8044,-77.0467,,,22314,point map,zip map,,,
22404,Fredericksburg,VA,38.3032,-77.4605,,,22401,point map,zip map,,,
22402,Fredericksburg,VA,38.2996,-77.4897,,,22401,point map,zip map,,,
22471,Hartwood,VA,38.3993,-77.5814,,,22406,point map,zip map,,,
22403,Fredericksburg,VA,38.4173,-77.4608,,,22406,point map,zip map,,,
22428,Bowling Green,VA,38.0496,-77.3466,,,22427,point map,zip map,,,
22552,Sparta,VA,38.0094,-77.2251,,,22427,point map,zip map,,,
22570,Village,VA,37.9472,-76.6154,,,22460,point map,zip map,,,
22442,Coles Point,VA,38.1437,-76.6355,,,22469,point map,zip map,,,
22456,Edwardsville,VA,37.9065,-76.3652,,,22473,point map,zip map,,,
22547,Sealston,VA,38.2711,-77.1726,,,22485,point map,zip map,,,
22544,Rollins Fork,VA,38.1849,-77.0622,,,22485,point map,zip map,,,
22526,Ninde,VA,38.2712,-77.0561,,,22485,point map,zip map,,,
22451,Dogue,VA,38.2321,-77.2158,,,22485,point map,zip map,,,
22481,Jersey,VA,38.2115,-77.1394,,,22485,point map,zip map,,,
22577,Sandy Point,VA,38.0673,-76.5503,,,22488,point map,zip map,,,
22517,Mollusk,VA,37.7301,-76.538,,,22503,point map,zip map,,,
22528,Nuttsville,VA,37.7935,-76.5508,,,22503,point map,zip map,,,
22513,Merry Point,VA,37.7338,-76.4825,,,22503,point map,zip map,,,
22523,Morattico,VA,37.7928,-76.6093,,,22503,point map,zip map,,,
22507,Lively,VA,37.7572,-76.5118,,,22503,point map,zip map,,,
22581,Zacata,VA,38.1218,-76.7903,,,22520,point map,zip map,,,
22524,Mount Holly,VA,38.1182,-76.6805,,,22520,point map,zip map,,,
22558,Stratford,VA,38.1484,-76.8413,,,22520,point map,zip map,,,
22501,Ladysmith,VA,38.0176,-77.5153,,,22546,point map,zip map,,,
22565,Thornburg,VA,38.1372,-77.5189,,,22551,point map,zip map,,,
22412,Fredericksburg,VA,38.1847,-77.6626,,,22551,point map,zip map,,,
22555,Stafford,VA,38.4221,-77.4083,,,22554,point map,zip map,,,
22430,Brooke,VA,38.3857,-77.3743,,,22554,point map,zip map,,,
22545,Ruby,VA,38.5086,-77.543,,,22556,point map,zip map,,,
22463,Garrisonville,VA,38.4684,-77.4612,,,22556,point map,zip map,,,
22472,Haynesville,VA,37.9505,-76.6367,,,22572,point map,zip map,,,
22446,Corbin,VA,38.1996,-77.3889,,,22580,point map,zip map,,,
22604,Winchester,VA,39.1676,-78.1686,,,22601,point map,zip map,,,
22622,Brucetown,VA,39.2543,-78.0664,,,22624,point map,zip map,,,
22649,Middletown,VA,39.0048,-78.2478,,,22645,point map,zip map,,,
22626,Fishers Hill,VA,38.9834,-78.4038,,,22657,point map,zip map,,,
22748,Wolftown,VA,38.3557,-78.3475,,,22727,point map,zip map,,,
22725,Leon,VA,38.4285,-78.2678,,,22727,point map,zip map,,,
20138,Calverton,VA,38.6338,-77.6869,,,22728,point map,zip map,,,
22739,Somerville,VA,38.5059,-77.5956,,,22728,point map,zip map,,,
22848,Pleasant Valley,VA,38.3847,-78.8914,,,22801,point map,zip map,,,
22803,Harrisonburg,VA,38.4496,-78.8689,,,22801,point map,zip map,,,
22833,Lacey Spring,VA,38.5284,-78.8552,,,22834,point map,zip map,,,
22987,White Hall,VA,38.1179,-78.6614,,,22901,point map,zip map,,,
22945,Ivy,VA,38.0654,-78.5958,,,22901,point map,zip map,,,
22908,Charlottesville,VA,38.0401,-78.4851,,,22903,point map,zip map,,,
22905,Charlottesville,VA,38.0401,-78.4851,,,22903,point map,zip map,,,
22924,Batesville,VA,38.0013,-78.7271,,,22903,point map,zip map,,,
22906,Charlottesville,VA,38.0401,-78.4851,,,22903,point map,zip map,,,
22907,Charlottesville,VA,38.0401,-78.4851,,,22903,point map,zip map,,,
22910,Charlottesville,VA,38.0401,-78.4851,,,22903,point map,zip map,,,
22909,Charlottesville,VA,38.0245,-78.4482,,,22911,point map,zip map,,,
22957,Montpelier Station,VA,38.227,-78.1768,,,22960,point map,zip map,,,
22965,Quinque,VA,38.3301,-78.475,,,22973,point map,zip map,,,
23105,Mannboro,VA,37.345,-77.9449,,,23002,point map,zip map,,,
23178,Ware Neck,VA,37.4004,-76.4529,,,23061,point map,zip map,,,
23003,Ark,VA,37.4323,-76.6016,,,23061,point map,zip map,,,
23190,Woods Cross Roads,VA,37.482,-76.6362,,,23061,point map,zip map,,,
23183,White Marsh,VA,37.3632,-76.5325,,,23061,point map,zip map,,,
23155,Severn,VA,37.4182,-76.5084,,,23061,point map,zip map,,,
23154,Schley,VA,37.3896,-76.4549,,,23061,point map,zip map,,,
23014,Beaumont,VA,37.7338,-77.8881,,,23063,point map,zip map,,,
23067,Hadensville,VA,37.8252,-77.9899,,,23065,point map,zip map,,,
23018,Bena,VA,37.271,-76.4555,,,23072,point map,zip map,,,
23001,Achilles,VA,37.2882,-76.426,,,23072,point map,zip map,,,
23107,Maryus,VA,37.2864,-76.4048,,,23072,point map,zip map,,,
23184,Wicomico,VA,37.291,-76.5094,,,23072,point map,zip map,,,
23131,Ordinary,VA,37.3122,-76.5188,,,23072,point map,zip map,,,
23170,Trevilians,VA,38.0515,-78.0728,,,23093,point map,zip map,,,
23162,Studley,VA,37.6757,-77.2908,,,23116,point map,zip map,,,
23147,Ruthville,VA,37.3796,-77.0348,,,23140,point map,zip map,,,
23031,Christchurch,VA,37.5984,-76.4476,,,23169,point map,zip map,,,
23081,Jamestown,VA,37.2235,-76.7833,,,23185,point map,zip map,,,
23127,Norge,VA,37.3688,-76.7705,,,23188,point map,zip map,,,
23186,Williamsburg,VA,37.3105,-76.7468,,,23188,point map,zip map,,,
23090,Lightfoot,VA,37.3407,-76.7544,,,23188,point map,zip map,,,
23298,Richmond,VA,37.5406,-77.4316,,,23219,point map,zip map,,,
23282,Richmond,VA,37.5538,-77.4603,,,23220,point map,zip map,,,
23295,Richmond,VA,37.5532,-77.4621,,,23220,point map,zip map,,,
23284,Richmond,VA,37.5494,-77.4512,,,23220,point map,zip map,,,
23269,Richmond,VA,37.5538,-77.4603,,,23220,point map,zip map,,,
23273,Henrico,VA,37.5302,-77.4753,,,23220,point map,zip map,,,
23261,Richmond,VA,37.5538,-77.4603,,,23220,point map,zip map,,,
23260,Richmond,VA,37.5538,-77.4603,,,23220,point map,zip map,,,
23058,Glen Allen,VA,37.5313,-77.4161,,,23223,point map,zip map,,,
23289,Richmond,VA,37.5313,-77.4161,,,23223,point map,zip map,,,
23241,Richmond,VA,37.5242,-77.4932,,,23225,point map,zip map,,,
23218,Richmond,VA,37.5242,-77.4932,,,23225,point map,zip map,,,
23249,Richmond,VA,37.5242,-77.4932,,,23225,point map,zip map,,,
23293,Richmond,VA,37.5242,-77.4932,,,23225,point map,zip map,,,
23292,Richmond,VA,37.5242,-77.4932,,,23225,point map,zip map,,,
23291,Richmond,VA,37.5242,-77.4932,,,23225,point map,zip map,,,
23274,Richmond,VA,37.5242,-77.4932,,,23225,point map,zip map,,,
23286,Richmond,VA,37.5242,-77.4932,,,23225,point map,zip map,,,
23285,Richmond,VA,37.5242,-77.4932,,,23225,point map,zip map,,,
23279,Richmond,VA,37.5242,-77.4932,,,23225,point map,zip map,,,
23278,Richmond,VA,37.5242,-77.4932,,,23225,point map,zip map,,,
23276,Richmond,VA,37.5242,-77.4932,,,23225,point map,zip map,,,
23290,Richmond,VA,37.5242,-77.4932,,,23225,point map,zip map,,,
23288,Henrico,VA,37.4638,-77.398,,,23231,point map,zip map,,,
23255,Henrico,VA,37.4638,-77.398,,,23231,point map,zip map,,,
23232,Richmond,VA,37.5202,-77.4084,,,23231,point map,zip map,,,
23242,Henrico,VA,37.4638,-77.398,,,23231,point map,zip map,,,
23341,Craddockville,VA,37.5773,-75.8646,,,23306,point map,zip map,,,
23345,Davis Wharf,VA,37.5529,-75.878,,,23306,point map,zip map,,,
23419,Oyster,VA,37.3074,-75.9269,,,23310,point map,zip map,,,
23429,Seaview,VA,37.2711,-75.9536,,,23310,point map,zip map,,,
23443,Townsend,VA,37.1882,-75.969,,,23310,point map,zip map,,,
23424,Rescue,VA,36.9969,-76.5645,,,23314,point map,zip map,,,
23326,Chesapeake,VA,36.777,-76.2394,,,23320,point map,zip map,,,
23328,Chesapeake,VA,36.7085,-76.2785,,,23322,point map,zip map,,,
23327,Chesapeake,VA,36.7085,-76.2785,,,23322,point map,zip map,,,
23482,Wardtown,VA,37.5349,-75.8769,,,23350,point map,zip map,,,
23483,Wattsville,VA,37.9437,-75.5023,,,23415,point map,zip map,,,
23396,Oak Hall,VA,37.9237,-75.5551,,,23416,point map,zip map,,,
23404,Locustville,VA,37.6534,-75.6735,,,23418,point map,zip map,,,
23412,Modest Town,VA,37.7904,-75.6035,,,23421,point map,zip map,,,
23439,Suffolk,VA,36.7461,-76.6653,,,23434,point map,zip map,,,
23399,Jenkins Bridge,VA,37.9162,-75.6168,,,23442,point map,zip map,,,
23458,Virginia Beach,VA,36.8529,-75.978,,,23451,point map,zip map,,,
23450,Virginia Beach,VA,36.844,-76.1204,,,23452,point map,zip map,,,
23463,Virginia Beach,VA,36.7957,-76.0126,,,23454,point map,zip map,,,
23466,Virginia Beach,VA,36.7957,-76.0126,,,23454,point map,zip map,,,
23467,Virginia Beach,VA,36.7957,-76.0126,,,23454,point map,zip map,,,
23471,Virginia Beach,VA,36.7957,-76.0126,,,23454,point map,zip map,,,
23479,Virginia Beach,VA,36.7957,-76.0126,,,23454,point map,zip map,,,
23465,Virginia Beach,VA,36.8512,-76.1692,,,23462,point map,zip map,,,
23397,Isle Of Wight,VA,36.8989,-76.6877,,,23487,point map,zip map,,,
23431,Smithfield,VA,36.8989,-76.6877,,,23487,point map,zip map,,,
23501,Norfolk,VA,36.8959,-76.2085,,,23502,point map,zip map,,,
23519,Norfolk,VA,36.9312,-76.2397,,,23503,point map,zip map,,,
23529,Norfolk,VA,36.9312,-76.2397,,,23503,point map,zip map,,,
23541,Norfolk,VA,36.9312,-76.2397,,,23503,point map,zip map,,,
23506,Norfolk,VA,36.9312,-76.2397,,,23503,point map,zip map,,,
23515,Norfolk,VA,36.9312,-76.2397,,,23503,point map,zip map,,,
23514,Norfolk,VA,36.8468,-76.2852,,,23510,point map,zip map,,,
23670,Hampton,VA,37.0727,-76.3899,,,23666,point map,zip map,,,
23630,Hampton,VA,37.0727,-76.3899,,,23666,point map,zip map,,,
23681,Hampton,VA,37.0727,-76.3899,,,23666,point map,zip map,,,
23668,Hampton,VA,37.0206,-76.3377,,,23669,point map,zip map,,,
23667,Hampton,VA,37.0193,-76.3318,,,23669,point map,zip map,,,
23694,Lackey,VA,37.2232,-76.559,,,23690,point map,zip map,,,
23628,Newport News,VA,37.1959,-76.5248,,,23692,point map,zip map,,,
23612,Newport News,VA,37.1959,-76.5248,,,23692,point map,zip map,,,
23609,Newport News,VA,37.1959,-76.5248,,,23692,point map,zip map,,,
23705,Portsmouth,VA,36.8686,-76.3552,,,23703,point map,zip map,,,
23804,Petersburg,VA,37.2048,-77.3928,,,23805,point map,zip map,,,
23297,Richmond,VA,37.3897,-77.5613,,,23832,point map,zip map,,,
23822,Ammon,VA,37.0724,-77.6475,,,23840,point map,zip map,,,
23870,Jarratt,VA,36.8143,-77.4683,,,23867,point map,zip map,,,
23873,Meredithville,VA,36.8088,-77.9544,,,23920,point map,zip map,,,
23955,Nottoway,VA,37.1161,-78.0578,,,23930,point map,zip map,,,
23941,Fort Mitchell,VA,36.9182,-78.4861,,,23937,point map,zip map,,,
23939,Evergreen,VA,37.3185,-78.7658,,,23958,point map,zip map,,,
24023,Roanoke,VA,37.271,-79.9414,,,24011,point map,zip map,,,
24043,Roanoke,VA,37.2692,-79.9399,,,24011,point map,zip map,,,
24042,Roanoke,VA,37.2717,-79.9392,,,24011,point map,zip map,,,
24034,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24035,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24036,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24037,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24004,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24040,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24033,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24003,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24001,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24038,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24032,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24008,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24030,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24007,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24006,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24005,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24009,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24002,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24022,Roanoke,VA,37.2784,-79.9332,,,24016,point map,zip map,,,
24010,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24025,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24026,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24027,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24028,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24029,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24024,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24031,Roanoke,VA,37.2742,-79.9579,,,24016,point map,zip map,,,
24062,Blacksburg,VA,37.2296,-80.4139,,,24060,point map,zip map,,,
24063,Blacksburg,VA,37.2296,-80.4139,,,24060,point map,zip map,,,
24050,Roanoke,VA,37.5551,-79.7862,,,24066,point map,zip map,,,
24061,Blacksburg,VA,37.1791,-80.3515,,,24073,point map,zip map,,,
24068,Christiansburg,VA,37.1548,-80.4184,,,24073,point map,zip map,,,
24111,Mc Coy,VA,37.1742,-80.3957,,,24073,point map,zip map,,,
24129,New River,VA,37.0964,-80.6081,,,24084,point map,zip map,,,
24438,Glen Wilton,VA,37.7529,-79.8189,,,24085,point map,zip map,,,
24113,Martinsville,VA,36.6796,-79.8652,,,24112,point map,zip map,,,
24114,Martinsville,VA,36.6796,-79.8652,,,24112,point map,zip map,,,
24115,Martinsville,VA,36.6796,-79.8652,,,24112,point map,zip map,,,
24177,Vesta,VA,36.7241,-80.3581,,,24120,point map,zip map,,,
24143,Radford,VA,37.1226,-80.5629,,,24141,point map,zip map,,,
24146,Redwood,VA,37.0069,-79.9139,,,24151,point map,zip map,,,
24157,Salem,VA,37.2884,-80.0671,,,24153,point map,zip map,,,
24155,Salem,VA,37.2884,-80.0671,,,24153,point map,zip map,,,
24178,Villamont,VA,37.3105,-79.7898,,,24179,point map,zip map,,,
24203,Bristol,VA,36.5965,-82.1885,,,24201,point map,zip map,,,
24205,Bristol,VA,36.595,-82.1819,,,24201,point map,zip map,,,
24209,Bristol,VA,36.5965,-82.1885,,,24201,point map,zip map,,,
24212,Abingdon,VA,36.6909,-81.9708,,,24211,point map,zip map,,,
24215,Andover,VA,36.9234,-82.7964,,,24216,point map,zip map,,,
24126,Newbern,VA,37.0692,-80.6891,,,24301,point map,zip map,,,
24327,Emory,VA,36.78,-81.8171,,,24340,point map,zip map,,,
24463,Mint Spring,VA,38.1797,-79.1413,,,24401,point map,zip map,,,
24402,Staunton,VA,38.1593,-79.0629,,,24401,point map,zip map,,,
24469,New Hope,VA,38.1979,-78.9059,,,24431,point map,zip map,,,
24468,Mustoe,VA,38.386,-79.5592,,,24465,point map,zip map,,,
24514,Lynchburg,VA,37.4009,-79.1785,,,24501,point map,zip map,,,
24515,Lynchburg,VA,37.4009,-79.1785,,,24501,point map,zip map,,,
24506,Lynchburg,VA,37.3817,-79.161,,,24501,point map,zip map,,,
24505,Lynchburg,VA,37.4138,-79.1422,,,24504,point map,zip map,,,
24543,Danville,VA,36.5927,-79.411,,,24540,point map,zip map,,,
24533,Clifford,VA,37.538,-78.9463,,,24553,point map,zip map,,,
24513,Lynchburg,VA,37.2458,-79.1335,,,24588,point map,zip map,,,
24576,Naruna,VA,37.2458,-79.1335,,,24588,point map,zip map,,,
24535,Cluster Springs,VA,36.6113,-78.9455,,,24592,point map,zip map,,,
24627,Mavisdale,VA,37.288,-82.0274,,,24614,point map,zip map,,,
24658,Wolford,VA,37.288,-82.0274,,,24614,point map,zip map,,,
24619,Horsepen,VA,37.1355,-81.5634,,,24630,point map,zip map,,,
24624,Keen Mountain,VA,37.2023,-81.9862,,,24631,point map,zip map,,,
24647,Shortt Gap,VA,37.1573,-81.8729,,,24639,point map,zip map,,,
24640,Red Ash,VA,37.1134,-81.871,,,24639,point map,zip map,,,
24608,Burkes Garden,VA,37.0982,-81.3409,,,24651,point map,zip map,,,
24751,Wolfe,WV,37.3073,-81.3287,,,24715,point map,zip map,,,
24739,Princeton,WV,37.3662,-81.1026,,,24740,point map,zip map,,,
24732,Kellysville,WV,37.3448,-80.9279,,,24740,point map,zip map,,,
24829,Eckman,WV,37.3752,-81.6539,,,24801,point map,zip map,,,
24895,Wilcoe,WV,37.3752,-81.6539,,,24801,point map,zip map,,,
24855,Kyle,WV,37.4082,-81.4257,,,24868,point map,zip map,,,
24859,Marianna,WV,37.6033,-81.54,,,24874,point map,zip map,,,
24943,Grassy Meadows,WV,37.8268,-80.7209,,,24910,point map,zip map,,,
24985,Wayside,WV,37.5937,-80.7458,,,24918,point map,zip map,,,
24902,Fairlea,WV,37.7747,-80.4615,,,24970,point map,zip map,,,
24993,Wolfcreek,WV,37.552,-80.5397,,,24983,point map,zip map,,,
25026,Blue Creek,WV,38.4908,-81.3928,,,25071,point map,zip map,,,
25079,Falling Rock,WV,38.4951,-81.3984,,,25071,point map,zip map,,,
25231,Advent,WV,38.6104,-81.5587,,,25248,point map,zip map,,,
25337,Charleston,WV,38.3498,-81.6326,,,25301,point map,zip map,,,
25338,Charleston,WV,38.3498,-81.6326,,,25301,point map,zip map,,,
25339,Charleston,WV,38.3498,-81.6326,,,25301,point map,zip map,,,
25389,Charleston,WV,38.354,-81.6394,,,25301,point map,zip map,,,
25375,Charleston,WV,38.3498,-81.6326,,,25301,point map,zip map,,,
25387,Charleston,WV,38.3498,-81.6326,,,25301,point map,zip map,,,
25392,Charleston,WV,38.3498,-81.6326,,,25301,point map,zip map,,,
25336,Charleston,WV,38.3498,-81.6326,,,25301,point map,zip map,,,
25350,Charleston,WV,38.3498,-81.6326,,,25301,point map,zip map,,,
25396,Charleston,WV,38.3498,-81.6326,,,25301,point map,zip map,,,
25334,Charleston,WV,38.3498,-81.6326,,,25301,point map,zip map,,,
25333,Charleston,WV,38.3498,-81.6326,,,25301,point map,zip map,,,
25321,Charleston,WV,38.3498,-81.6326,,,25301,point map,zip map,,,
25322,Charleston,WV,38.3498,-81.6326,,,25301,point map,zip map,,,
25323,Charleston,WV,38.3498,-81.6326,,,25301,point map,zip map,,,
25324,Charleston,WV,38.3498,-81.6326,,,25301,point map,zip map,,,
25325,Charleston,WV,38.3498,-81.6326,,,25301,point map,zip map,,,
25327,Charleston,WV,38.3498,-81.6326,,,25301,point map,zip map,,,
25335,Charleston,WV,38.3498,-81.6326,,,25301,point map,zip map,,,
25331,Charleston,WV,38.3498,-81.6326,,,25301,point map,zip map,,,
25329,Charleston,WV,38.3498,-81.6326,,,25301,point map,zip map,,,
25332,Charleston,WV,38.3498,-81.6326,,,25301,point map,zip map,,,
25330,Charleston,WV,38.3498,-81.6326,,,25301,point map,zip map,,,
25328,Charleston,WV,38.3498,-81.6326,,,25301,point map,zip map,,,
